hgnc_symbol	SLA1216	SLA2015_281116	SLA3014	SLA3315	SLA416	SLA615	SLA715	c258	c757	c840	c844
AC004878.8	0	0	0	0	0.94	0	0	0	0	0	0
AC004893.10	0	0.53	0.9	0.82	0	0.18	0.09	0	0.06	0	0
AC004893.11	0	1.75	1.9	1.89	0.17	2.5	2.2	0	0.02	0	0
AC004895.4	0	0.21	0	0	0	0	0	0	0	0	0
AC004899.3	0	0.37	0	0	0	0	0	0	0	0	0
AC004901.1	0	0	0	0	0	0	0	0	0	0	0
AC004906.3	0	1.48	4.43	2.71	0.51	0.47	2.07	0.3	0.15	0	0
AC004911.2	0	0	0	0	0	0	0	0	0	0	0
AC004920.2	0	0	0	0	0	0	0	0	0	0	0
AC004920.3	0	0	0	0	0	0	0	0	0	0	0
AC004938.5	0	0	0	0	0	0	0	0	0	0	0
AC004941.3	0	0	0	0	0	0	0	0	0	0	0
AC004941.5	0	0	0	0	0	0	0	0	0	0	0
AC004945.1	0	0	0	0	0	0	0	0	0	0	0
AC004947.2	0.05	0	0	0	0	0	0	0	0	0	0
AC004951.5	0	0.23	0	0	0	0	0	0	0	0	0
AC004951.6	0.65	2.46	3.01	2.87	0.65	1.74	1.79	0	0.18	0	0
AC004953.1	0	0	0	0	0	0	0	0	0	0	0
AC004967.7	0	0	0	0	0	0	0	0	0	0	0
AC004980.10	0	0	0	0	0	0	0.67	0	0	0.64	0
AC004980.7	0.23	1.04	0.78	0.93	0	0.66	1.78	0	0.05	0.3	0
AC004980.8	0	0	0	0	0	0	0	0	0	0	0
AC004980.9	0	0	0	0	0	0	0.58	0	0	0	0
AC004985.12	0	0	0.38	0.26	0	0	0	0	0	0	0
AC004987.10	0	0	0	0	0	0	0	0	0	0	0
AC004987.9	0	0.09	0	0.39	0	0	0.11	0	0.06	0	0
AC004988.1	0	0.1	0	0	0	0	0.07	0	0	0	0
AC005008.2	0	0	0	0	0	0	0	0	0	0	0
AC005008.3	0	0	0	0	0	0	0	0	0	0	0
AC005009.1	0	0	0	0	0	0	0	0	0	0	0
AC005009.2	0	0	0	0	0	0	0	0	0	0	0
AC005013.5	0	0	0	0	0	0	0	0	0	0	0
AC005014.5	0	0	0	0	0	0	0	0	0	0	0
AC005017.2	0	0	0	0	0	0	0	0	0	0	0
AC005019.2	0	0	0	0	0	0	0	0	0	0	0
AC005019.3	0	0	0	0	0	0	0	0	0	0	0
AC005033.6	0	0	0	0	0	0	0	0	0	0	0
AC005034.2	0	0	0	0	0	0	0	0	0	0	0
AC005037.3	1.04	0	0	0	0.08	0	0.37	0	0	0	0
AC005040.3	0	0	0	0	0	0	0	0	0	0	0
AC005041.11	0	0	0	0	0	0	0	0	0	0	0
AC005042.1	0	0	0	0	0	0	0	0	0	0	0
AC005042.2	0	0.37	0	1.21	0	0.18	0.34	0	0	0	0
AC005042.3	0	0	0	0	0	0	0	0	0	0	0
AC005042.4	0.11	0.02	0	0.03	0	0.11	0	0	0.01	0	0
AC005042.5	0	0	0	0	0	0	0	0	0	0	0
AC005062.2	1.63	0.16	0	1.2	0	0	0.17	0	0	0.32	0
AC005076.5	0	0	0	0	0	0	0	0	0	0	0
AC005077.14	0	0.02	0	0	0	0	0	0	0	0	0
AC005077.5	0	0	0	0	0	0	0	0	0	0	0
AC005077.7	0	0.3	0	0	0	0	0	0	0	0	0
AC005077.8	0	0	0	0	0	0	0	0	0	0	0
AC005082.12	0.07	0	0	0	0	0	0	0	0	0	0
AC005083.1	0	0	0	0	0	0	0	0	0.03	0	0
AC005086.1	0	0	0	0	0	0	0	0	0	0	0
AC005086.2	0	0	0	0	0	0	0	0	0	0	0
AC005086.3	0	0	0	0	0	0	0	0	0	0	0
AC005094.2	1.73	0	0	0	0	0	0	0	0	0	0
AC005102.1	0	0	0	0	0	0	0	0	0	0	0
AC005104.3	0	1.59	0	0	0	0	0.4	0	0.12	1.53	0
AC005105.2	0	0	0	0	0	0	0	0	0	0	0
AC005150.1	0	0	0	0	0	0	0	0	0	0	0
AC005152.3	0	0	0	0	0	0	0	0	0	0	0
AC005154.6	4.22	26.83	30.35	38.2	3.34	22.4	22.12	1.1	1.26	3.38	0.01
AC005154.7	0.39	0.68	0.87	1.67	0	0.44	0.44	0	0	0	0
AC005154.8	0	0.33	3.7	3.88	0	1.65	2.14	0	0	0	0
AC005160.3	0	0	0	0	0	0	0	0	0	0	0
AC005162.4	0	0	0	0	0	0	0	0	0	0	0
AC005162.5	0	0	0	0	0	0	0	0	0	0	0
AC005176.1	0	0	0	0	0	0	0	0	0	0	0
AC005176.2	0	0	0	0	0	0	0	0	0	0	0
AC005178.1	1.34	0	0	0	0	0	0	0	0	0	0
AC005189.6	0	0	0	0	0	0	0	0	0	0	0
AC005197.2	0	0	0	0	0	0	0	0	0	0	0
AC005220.3	0	0	0	0	0	0	0	0	0	0	0
AC005224.2	0	0.12	0	0	0	0.4	0.46	0	0	0	0
AC005229.5	0	0	0	0	0	0	0	0	0	0	0
AC005229.7	0	0	0	0	0	0	0	0	0	0	0
AC005235.1	0.06	0.18	0	0.05	0	0	0	0	0	0	0
AC005237.2	0	0	0	0	0	0	0	0	0	0	0
AC005237.4	0	0	0	0	0	0.29	0	0	0.04	0	0
AC005251.3	0	0	0	0	0	0	0	0	0	0	0
AC005253.2	0.23	0.31	0.2	1.58	0.15	0.35	0.74	0.27	0	0	0.12
AC005253.4	4.11	0	0	0	0	0	0	0	0	0	0
AC005255.3	0	0	0	0	0	0	2.74	0	0	0	0
AC005256.1	0	0	0	0	0	0	0	0	0	0	0
AC005262.2	0	0	0	0	0	0	0	0	0	0	0
AC005262.3	0	0	0	0	0	0	0	0	0	0	0
AC005262.4	0	0	0	0	0	0	0	0	0	0	0
AC005264.2	0	0	0	0	0.07	0	0	0	0.04	0	0
AC005276.1	0	0	0	0	0	0	0	0	0	0	0
AC005281.1	0.22	0	0	0	0	0	0	0	0	0	0
AC005281.2	0	0.11	0	0	0	0	0	0	0	0	0
AC005300.5	0	0	0	0	0	1.13	0	0	0	0	0
AC005301.8	0	0	0	0	0	0	0	0	0	0	0
AC005301.9	11.66	8.64	10.56	7.14	2.1	1.79	5.77	0	0.31	0.35	0
AC005304.1	0	0	0	0	0	0	0	0	0	0	0
AC005306.3	0	0.83	1.27	0	0	0	0.27	0	0	0	0
AC005307.1	0.1	0	0	0	0	0	0	0	0	0	0
AC005307.3	0	0	0	0	0	0	0	0	0	0	0
AC005307.4	0.29	0.28	0	0.43	0.22	0	0.51	0	0	0	0
AC005307.5	0.9	0.3	0.12	0.04	0	0.15	0.04	0	0	0.07	0
AC005324.6	0	0	0	0	0	0	0	0	0	0	0
AC005324.7	0	0	0	0	0	0	0	0	0	0	0
AC005329.7	0	0.14	0	0	0.18	0	0.62	0	0	0	0
AC005330.2	0	0	0	0	0	0	0	0	0	0	0
AC005336.4	0	0	0	0	0	0	0	0	0	0	0
AC005336.5	0	0	0	0	0	0	0	0	0	0	0
AC005338.1	0	0	0	0	0	0.06	0	0	0	0	0.1
AC005339.2	0	1.01	0	0	1.31	0.13	0	0	0.13	0	0
AC005351.1	0	0	0	0	0	0	0	0	0	0	0
AC005355.1	0	0	0	0	0	0	0	0	0	0	0
AC005355.2	0	0	0	0	0	0	0	0	0	0	0
AC005355.3	0	0	0	0	0	0	0	0	0	0	0
AC005357.1	0	0	0	0	0	0	0	0	0	0	0
AC005358.3	0	0	0	0	0	0	0	0	0	0	0
AC005363.11	0	0	0	0	0	0	0	0	0	0	0
AC005363.9	0	1.37	2.16	2.56	0	0	0.62	0	0.08	0.9	0
AC005387.2	0	0	0	0	0	0	0	0	0	0	0
AC005387.3	0	0	0	0	0	0	0	0	0	0	0
AC005391.2	0	0	0	0	0	0	0	0	0	0	0
AC005392.13	0	0	0	0	0	0	0	0	0	0	0
AC005394.1	0	0	0	0	0	0	0	0	0	0	0
AC005477.1	0	0.23	0	0	0	0	0	0	0	0	0
AC005480.1	0	0	0	0	0	0	0	0	0	0	0
AC005481.5	0	0	0	0	0	0	0	0	0	0	0
AC005487.2	0	0	0	0	0	0	0	0	0	0	0
AC005488.11	0	0.13	0	0	0	0	0.37	0	0	0	0
AC005498.3	0	0	0	0	0	0	0	0	0	0	0
AC005498.4	0	0	0	0	0	0	0	0	0	0	0
AC005514.2	0	0.97	0	0	0	0	0	0	0	0	0
AC005517.3	0	0.46	0	2.46	0.39	0	0.34	0	0.05	0	0
AC005518.2	0.28	0	0	0.13	0	0	0	0	0	0	0
AC005519.4	0	0.91	0	1.14	0	0.5	0.44	0	0	0	0
AC005522.6	0	0	0	0	0	0	0	0	0	0	0
AC005522.7	0	0	0	3.26	0	0.2	0	0	0	0	0
AC005523.2	0.18	1.09	0.45	1.29	0.35	0.41	0.47	0	0.04	0	0
AC005523.3	0	0	0	0	0	0	0	0	0	0	0
AC005532.5	0	0	1.64	0	0.29	0.49	0	0	0.04	0	0
AC005534.6	0	0	0	0	0	0	0	0	0	0	0
AC005534.8	0	0	0	0.22	0	0.39	0	0	0	0	0
AC005537.2	0	0	0	0	0	0	0	0	0	0	0
AC005538.3	0	0	0	0	0	0	0.06	0	0	0	0
AC005538.5	0	0	0	0	0	0	0	0	0	0	0
AC005539.2	0	0	0	0	0	0	0	0	0	0	0
AC005540.3	0.36	0.86	0	0.17	0	0	0.14	0	0	0	0
AC005546.2	0	0	0	0	0	0.52	0	0	0	0	0
AC005550.3	0.2	0	0	0	0	0	0	0	0	0	0
AC005550.5	0	0	0	0	0	0	0	0	0	0	0
AC005559.3	0	0	0	0	0	0	0	0	0	0	0
AC005562.1	0	0	0	0.72	0	0.39	0.92	0	0.05	0	0
AC005578.3	0	0	0	0	0	0.39	0	0	0	0	0
AC005588.2	0	0	0	0	0	0	0	0	0	0	0
AC005592.1	0	0	0	0	0	0	0	0	0	0	0
AC005592.2	0	0	0	0	0	0	0	0	0	0	0
AC005592.3	0	0	0	0	0	0	0	0	0	0	0
AC005593.2	0	0	0	0	0	0	0	0	0	0	0
AC005597.1	0	0	0	0	0	0	0	0	0	0	0
AC005606.14	0	0.33	0	0	0.59	0.44	0.22	0.61	0	0.55	0
AC005606.15	0	0.95	0	0	0	0.98	0	0	0	0	0
AC005609.16	0	0	0	0	0	0	0	0	0	0	0
AC005609.17	0	0	0	0	0	0	0	0	0	0	0
AC005609.18	0	0	0	0	0	0	0	0	0	0	0
AC005609.19	0.6	0	0	0	0	0	0	0	0	0	0
AC005609.2	0	0	0	0	0	0	0	0	0	0	0
AC005609.20	0	0	0	0	0	0	0	0	0	0	0
AC005614.3	0.4	0.05	0	0	0	0	0	0	0	0	0
AC005614.5	0	0	0	0.94	0	0	0	0	0	0	0
AC005616.1	0	0.07	0	0	0	0	0	0	0	0	0
AC005616.2	0	0.56	0	0	0	0	0	0	0	0	0
AC005618.6	0.09	0	0	0	0	0.07	0.04	0	0	0	0
AC005618.8	0	0	0	0.34	0	0	0	0	0	0	0
AC005618.9	0	0.87	0	0.46	0	0	0	0	0	0	0
AC005624.2	0	0	0	0	0	0	0	0	0	0	0
AC005625.1	0	0.73	0	0	0	0	0	0	0	0	0
AC005626.3	0	0	0	0	0	0	0	0	0	0	0
AC005682.5	0.14	0.6	0	1.18	0	0.12	0.23	0	0	0	0
AC005682.6	0	0	0	0	0	0.17	0	0	0	0	0
AC005703.2	0	0	0	0	0	0	0	0	0	0	0
AC005703.3	0	0	0	0	0	0	0	0	0	0	0
AC005722.4	0	0	0	0	0	0	0	0	0	0	0
AC005730.2	0	0	0	0	0	0	0	0	0	0	0
AC005740.3	0	0	0	0	0	0	0	0	0	0	0
AC005740.4	0	0	0	0	0	0	0	0	0	0	0
AC005740.5	0	0.38	0	0	0	0	0	0	0	0	0
AC005740.6	0	0.4	0	0.48	0	0.56	0.27	0	0	0	0
AC005741.2	0	0	0	0	0	0	0	0	0	0	0
AC005752.10	0	0	0	0.12	0	0.1	0	0	0	0	0
AC005753.1	0	0	0	0	0.29	0	0	0	0	0	0
AC005754.7	0	0	0	0	0	0	0	0	0	0	0
AC005754.8	0	0	0	0	0	0	0	0	0	0	0
AC005757.6	0	0	0	0.43	0	0.37	0.36	0	0	0	0
AC005758.1	0	0	0	0	0	0	0	0	0	0	0
AC005772.2	0	0	0	0	0	0	0	0	0	0	0
AC005775.2	0	0	0	0	0	0	0	0	0	0	0
AC005776.1	0	0	0	0	0	0.99	0	0	0	0	0
AC005777.3	0	0	0	0	0	0	0	0	0	0	0
AC005779.2	0	0	0	0	0	0	0	0	0.04	0	0
AC005780.1	0	0	0	0	0	0	0	0	0	0	0
AC005785.2	0.26	0	0.23	0.08	0	0	0.07	0	0	0	0
AC005785.5	0	0.5	2.43	3.35	0.28	0.72	0.93	0	0.22	0	0
AC005786.3	0	0	0	0	0	0	0	0	0	0	0
AC005786.5	0	0	0	0	0	0	0	0	0	0	0
AC005786.6	0	0	0	0	0	0	0	0	0	0	0
AC005786.7	0	1.6	0.42	2.18	0.68	1.05	1.39	0	0	0	0
AC005789.9	0	0	0	0	0	0	0	0	0	0	0
AC005794.1	0	0	0	0	0	0	0	0	0	0	0
AC005795.1	0	0.14	0	0	0	0	0.18	0	0	0	0
AC005796.2	0	0	0	0	0	0	0	0	0	0	0
AC005808.3	0	0	0	0	0	0	0	0	0	0	0
AC005822.1	0	0.3	0	0	0	0.25	0	0	0	0	0
AC005838.2	0	0.19	0	0	0	0	0	0	0	0	0
AC005863.1	0	0	0	0	0	0	0	0	0	0	0
AC005863.2	0	0	0	0	0	0	0	0	0	0	0
AC005915.1	0.07	0	0	0	0	0	0	0	0	0	0
AC005932.1	0	0	0	0.16	0	0	0.13	0	0	0	0
AC005943.2	0.32	3.27	2.69	0.26	0	0	0	0	0.11	0	0
AC005943.6	0	0	0	0	0	0	0	0	0	0	0
AC005944.2	1.03	4.19	0	4.64	2.24	2.36	0.31	0.58	0.26	0	0
AC005954.3	0	0	0	0	0	0	0	0	0	0	0
AC005954.4	0	0	0	0	0	0	0.28	0	0	0	0
AC006000.5	0	0	0	0	0	0	0	0	0	0	0
AC006003.3	0	0	0	0	0	0	0	0	0	0	0
AC006004.1	0	0	0	0	0	0	0	0	0	0	0
AC006007.1	0	0	0	0	0	0	0	0	0	0	0
AC006011.4	0	0.16	0	0	1.64	0	0	0	0	0	0
AC006014.7	0.35	0	0	0	0	0	0	0	0	0	0
AC006014.8	0.5	1.28	0	2.47	0.5	0.14	1.2	0.3	0.02	0	0
AC006019.3	0	0	0	0	0.06	0	0	0	0	0	0
AC006019.4	0	0	0	0	0	0	0	0	0	0	0
AC006022.4	0	0	0	0	0	0	0	0	0	0	0
AC006026.1	0	0	0	0	0	0	0	0	0	0	0
AC006026.12	0	0	0	0	0	0	0	0	0	0	0
AC006026.13	0	0	0	0	0	0	0	0	0	0	0
AC006026.9	0.08	0	0	0	0	0	0	0	0	0	0
AC006028.11	0	0.61	0	0.58	0	0	0	0	0	0	0
AC006033.22	0	0	0	0	0	0	0	0	0	0	0
AC006037.2	0	0	0	0	0	0	0	0	0	0	0
AC006041.1	0	0	0	0	0	0	0	0	0	0	0
AC006042.6	0.35	0	0	0	0	0	0	0	0	0	0
AC006042.7	0	0	0	0	0	0	0	0	0	0	0
AC006042.8	0	1.69	0.56	1.25	0.11	0.84	1.21	0	0.07	0.16	0
AC006050.2	0	0	0	0	0	0	0	0	0	0	0
AC006070.12	0	0	0	0	0	0	0	0	0	0	0
AC006076.1	0	0	0	0	0	0	0	0	0	0	0
AC006077.3	0	0.25	0	0.92	0	0.39	1.53	0	0	0	0
AC006077.4	0	0	0	0	0	0	0	0	0	0	0
AC006115.6	0	0	0	0	0	0	0	0	0	0	0
AC006116.12	0	0	0	0	0	0	0	0	0	0	0
AC006116.13	0.16	0	0.45	0	0	0	0.13	0	0	0	0
AC006116.14	0	0	0	0	0	0	0	0	0	0	0
AC006116.15	0.14	0.43	0	0	0	0	0	0	0	0	0
AC006116.17	0	0	0	0.15	0	0	0	0	0	0	0
AC006116.19	0	0.19	0	0.33	0	0	0	0	0	0	0
AC006116.20	0	0.2	0	1.17	0	0	0	0	0	0	0
AC006116.21	0	0	0	0	0	0	0	0	0	0	0
AC006116.22	0.21	0.04	0	0	0	0	0.16	0	0	0	0
AC006116.24	0	0	0.75	1.78	0.79	0.04	0	0	0	0	0
AC006116.27	3.74	2.71	0	1.12	0.14	0	0.39	0	0	0	0
AC006126.3	0	0	0	0	0	0.3	0	0	0	0	0
AC006128.2	0.37	1.18	1.87	3.69	0	0.22	1.16	0	0	0	0
AC006129.1	0	0	0	0.3	0	0.26	0.76	0	0	0	0
AC006129.2	0	7.78	0.87	10.4	0.6	3.37	4.95	0	0.08	0	0
AC006129.3	0.48	1.16	0.69	1.67	0	2.07	0.8	0	0	0	0
AC006130.3	1.52	0	0	0	0	0.03	0	0	0	0	0
AC006130.4	0	0	0	0	0	0	0	0	0	0	0
AC006133.7	0	0	0	0	0	0	0	0	0	0	0
AC006145.4	0.34	0	0	0	0	0	0	0	0	0	0
AC006150.1	0	0	0	0	0	0	0	0	0	0	0
AC006153.3	0	0	0	0	0	0	0	0	0	0	0
AC006159.4	0	0	0	0	0	0	0	0	0	0	0
AC006159.5	0	0	0	0	0	0	0	0	0	0	0
AC006160.5	0	0	0	0.22	0	0	0	0	0.03	0	0
AC006160.8	0	0	0	0	0	0	0	0	0	0	0
AC006195.2	0	0.32	0	0	0	0.15	0.28	0	0	0	0
AC006196.1	0	0.06	0	0.09	0	0	0	0	0	0	0
AC006227.1	0.19	0	0	0	0	0	0	0	0	0	0
AC006262.10	0	0	0	0	0	0	0	0	0	0	0
AC006262.11	0	0	0	0	0	0	0	0	0	0	0
AC006262.4	0	0	0	0	0	0	0	0	0	0	0
AC006262.5	0	0	0	0	0	0	0	0	0	0	0
AC006262.6	0.09	0	0	0	0	0	0	0	0	0	0
AC006272.2	0	0	0	0	0	0	0	0	0	0	0
AC006273.4	0.77	0	0	0	0	0	0	0	0	0	0
AC006273.5	0	0	0	0	0	0	0	0	0	0	0
AC006277.2	0	0	0	0.84	0	0	0	0	0	0	0
AC006277.3	0.1	0.06	0	0.26	0	0.08	0.29	0	0	0	0
AC006296.1	0	0	0	0	0	0	0	0	0	0	0
AC006296.2	0	0	0	0	0	0	0	0	0	0	0
AC006326.3	0	0	0	0	0	0	0	0	0	0	0
AC006328.1	0	0	0	0	0	0	0	0	0	0	0
AC006328.9	0	0	0	0	0	0	0	0	0	0	0
AC006335.10	0	0	0	0	0	0	0	0	0	0	0
AC006335.11	0	0	0	0	0	0	0	0	0	0	0
AC006335.2	0	0	0	0	0	0	0	0	0	0	0
AC006335.6	0	0	0	0	0	0	0	0	0	0	0
AC006355.3	0	0	0	0	0	0	0	0	0	0	0
AC006366.3	0	0	0	0	0	0	0	0	0	0	0
AC006369.2	0	0.2	0	0.69	0	0	0	0	0	0	0.27
AC006369.3	0	0	0	0	0	0	0	0	0	0	0
AC006372.4	0	0	0.09	0	0	0	0	0	0	0	0
AC006372.5	1.34	0	0	0	0	0	0	0	0	0	0
AC006372.6	0	0	0	0	0	0	0	0	0	0	0
AC006373.1	0	0	0	0	0	0	0	0	0	0	0
AC006378.2	0	0	0	0	0	0	0	0	0	0	0
AC006380.3	0	0	0	0	0	0	0	0	0	0	0
AC006386.1	0	0	0	0	0	0	0	0	0	0	0
AC006390.4	0	0	0	0	0	0	0	0	0	0	0
AC006427.2	0	0	0	0	0	0	0	0	0	0	0
AC006445.1	0	0	0	0	0	0	0	0	0	0	0
AC006445.6	0	0	0	0	0	0	0	0	0	0	0
AC006445.7	0	0	0	0	0	0	0	0	0	0	0
AC006449.2	0	1.83	2.6	3.89	0	4.91	4.6	0	1.56	0.95	0
AC006458.3	0	0	0	0	0	0	0	0	0	0	0
AC006460.2	0	0	0	0	0	0	0.2	0	0	0	0
AC006461.2	0	0.42	0	0.89	0	0	0	0	0	0	0
AC006466.5	0	0	0	0	0	0	0	0	0	0	0
AC006482.1	0	0	0	0	0	0	0	0	0	0	0
AC006483.5	0	0	0	0	0	0	0	0	0	0	0
AC006486.10	0.27	0.16	0	0.25	0.07	0	0.05	0	0.01	0	0
AC006486.9	0.8	0	1	0.86	0.21	0.47	0	0	0.05	0.14	0
AC006499.1	0	0	0	0	0	0.12	0	0	0	0	0
AC006499.2	0	0	0	0	0	0	0	0	0	0	0
AC006499.3	0	0	0	0	0	0	0	0	0	0	0
AC006499.4	0	0	0	0	0	0	0	0	0	0	0
AC006499.5	0	0	0	0	0	0	0	0	0.03	0	0
AC006499.6	0	0	0	0	0	0	0	0	0	0	0
AC006499.7	0	1.74	0	0	0	0	0	0	0	0	0
AC006499.9	0	0	0	0	0	0	0	0	0	0	0
AC006509.4	0	0	0	0	0	0	0	0	0	0	0
AC006509.7	0	0	0	0	0	0	0	0	0	0	0
AC006538.1	0.1	0.06	0	0.09	0.1	0	0	0	0	0	0
AC006538.4	0	0.4	0	1.63	0	0	0.65	0	0	0	0
AC006538.8	0.93	0	0	0.95	0.32	0	0	0	0	0	0
AC006539.2	0	0	0	0	0	0	0	0	0	0	0
AC006539.3	0	0	0	0	0.64	0	0	0	0.08	0	0
AC006539.6	0	0	0	0	0	0	0	0	0	0	0
AC006547.13	0.37	1.35	0	2.75	0	2.68	2.23	0	0.13	0	0
AC006547.15	0.21	0	0	0	0	0	0	0	0	0	0
AC006547.8	0	0.08	0	0	0	1.14	0	0	0	0	0
AC006548.19	0	0	0	0	0	0	0	0	0	0	0
AC006548.26	0	0	0	0	0	0	0	0	0	0	0
AC006548.28	0.13	0	0	0.01	0	0.01	0	0	0	0	0
AC006552.1	0	0	0	0	0	0	0	0	0	0	0
AC006840.1	0	0	0	0	0	0	0	0	0	0	0
AC006942.4	0	0	1.08	0	0	0	0.31	0	0	0	0
AC006946.12	0	2.48	0	7.91	0	0.74	0	0	0	2.69	0
AC006946.15	0	0	0	0	0	0	0	0	0	0	0
AC006946.16	0	0.03	0	0.05	0	0.41	0.16	0	0	0.08	0
AC006946.17	0	0.13	0	0	0	0.76	0	0	0	0	0
AC006947.1	0	0.47	0	0.42	0	0	0	0	0	0	0
AC006960.5	0	0	0	0	0	0	0	0	0	0	0
AC006960.7	0	0.41	0	0	0	0	0	0	0	0	0
AC006978.6	0	3.04	0.34	3.78	0.77	3.41	2.08	0	0.1	0	0
AC006987.4	0	0	0	0	0	0	0	0	0	0	0
AC006987.5	0	0	0	0	0	0	0	0	0	0	0
AC006987.6	0	0	0	0	0	0	0	0	0	0	0
AC006989.2	0	0	0	0	0	0	0	0	0	0	0
AC006994.1	0.2	0.82	0	0.57	0	0	0.48	0	0.05	0	0
AC006994.2	0	0	0	0	0	0	0	0	0	0	0
AC006994.3	0.49	0	0	0	0	0	0	0	0	0	0
AC007000.10	0	0	0	3.3	0	1.78	2.06	0	0.05	0	0
AC007003.1	0.46	0.14	0	0	0	0.08	0	0	0	0	0
AC007009.1	0	0	0	0	0	0	0	0	0	0	0
AC007016.3	0	0	0	0	0	0	0	0	0	0	0
AC007036.4	0	0	0	0	0	0	0.41	0	0	0	0
AC007036.5	14.03	8.97	0	2.27	4.77	0.51	1.6	0	0.08	0.05	0
AC007036.6	0	0.15	0	0	0	0	0.21	0	0	0	0
AC007038.7	0	2.19	1.44	2.95	0.48	1.02	0.46	0	0.05	0.1	0
AC007040.11	0	0.02	0	0	0	0	0	0	0.01	0	0
AC007040.6	0	0	0	0	0	0	0	0	0	0	0
AC007040.8	0	0	0	0.65	0	0	0	0	0	0	0
AC007041.2	0	0.16	0	0	0	0	0.11	0	0	0	0
AC007050.17	0	0.16	0	0	0	0	0	0	0	0	0
AC007064.22	0	0	0	0	0	0	0	0	0	0	0
AC007064.24	0	0	0	0	0	0	0	0	0	0	0
AC007064.25	0	0	0	0	0	0	0	0	0	0	0
AC007064.29	0	0	0	0	0	0	0	0	0	0	0
AC007078.4	0	0	0	0	0	0.2	0	0	0	0	0
AC007091.1	0	0	0	0	0	0	0	0	0	0	0
AC007098.1	0	0	0	0	0	0	0	0	0	0	0
AC007099.1	0	0	0	0	0	0	0	0	0	0	0
AC007099.2	0	0	0	0	0	0	0	0	0	0	0
AC007106.1	0	0	0	0	0	0	0	0	0	0	0
AC007115.3	0	0	0	0	0	0	0	0	0	0	0
AC007126.1	0.06	0	0	0	0	0	0	0	0	0	0
AC007128.1	0.25	0	0	0	0	0	0	0	0	0	0
AC007131.1	0.22	0	0	0	0	0	0	0	0	0	0
AC007131.2	0	0	0	0	0	0	0	0	0	0	0
AC007136.1	0	0	0	0	0	0	0	0	0	0	0
AC007161.5	0	0.8	0	1.24	0	0.5	0	0	0.09	0	0
AC007163.1	0	0	0	0	0	0	0	0	0.15	0	0
AC007163.3	0.07	0	0	0	0	0	0	0	0	0	0
AC007163.6	0	0	0	0	0	0	0	0	0	0	0
AC007179.1	0	0	0	0	0	0	0	0	0	0	0
AC007182.6	0	0.07	0.37	0	0.28	0	0.14	0	0	0	0
AC007191.4	0.3	0.53	0.39	0.57	0	0.09	0.37	0.09	0.02	0	0
AC007192.4	0	0	0	0	0.13	0	0	0	0	0	0
AC007192.6	0	2.19	0	0.4	0.25	0.83	0	0	0	0	0
AC007193.10	0	0	0	0	0	0	0	0	0	0	0
AC007193.6	0	0	0	0	0	0	0	0	0	0	0
AC007193.8	0	0	0	0	0	0	0	0	0	0	0
AC007193.9	0	0	0	0	0	0	0	0	0	0	0
AC007204.2	0	0	0	0	0	0	0	0	0	0	0
AC007204.3	0	0	0	0	0	0	0	0	0	0	0
AC007228.11	0.15	0.04	0	0.13	0	0	0.06	0	0	0	0
AC007228.5	0	0	0	0	0	0	0	0	0	0	0
AC007228.8	0	0	0	0	0	0	0	0	0	0	0
AC007228.9	0	0.06	0	0	0	0	0	0	0	0	0
AC007229.3	0	0	0	0	0	0	0	0	0.06	0	0
AC007237.2	0	0	0	0	0	0	0	0	0	0	0
AC007238.1	0	0	0.23	0.56	0	0.21	0.13	0	0	0	0
AC007246.3	0.11	0.84	0	0	0	0.84	0.31	0	0.05	0	0
AC007249.3	0	0.23	0	0.4	0	0	0	0	0	0	0
AC007250.4	0.2	0	0	0	0	0	0	0	0	0	0
AC007251.2	0	0	0	0.24	0	0	0	0	0	0	0
AC007253.1	0	0	0	0	0	0	0	0	0	0	0
AC007255.8	0.34	0	0	0.52	0	0.09	0.17	0	0	0	0
AC007256.5	0	0.61	0.14	2.21	0	0.34	0.32	0	0.02	0.08	0
AC007271.3	0	0	0	0	0	0	0	0	0	0	0
AC007272.3	0	0.54	0	0.34	0	0	0.14	0	0	0	0
AC007274.2	0	0	0	0	0	0	0	0	0	0	0
AC007274.5	0	0	0	0	0	0	0	0	0	0	0
AC007277.3	0	0	0	0.06	0	0	0	0	0	0	0
AC007278.2	0	1.1	0.36	1.34	0.13	0.21	0.82	0	0.14	0.6	0
AC007278.3	0	0.7	1.9	1.19	0	0.66	1.18	0	0.1	0	0
AC007279.2	0	0	0	0.19	0.4	0	0.16	0	0	0	0
AC007283.4	0	0	0	0	0	0	0	0	0	0	0
AC007283.5	0	0	0	1.76	0	0	0	0	0	0	0
AC007285.6	0	0.17	0	0	0	0	0	0	0	0	0
AC007285.7	0	0	0	0	0	0	0	0	0	0	0
AC007292.3	0	0.05	0.67	0.63	0	0	0.45	0	0	0	0.13
AC007292.4	0	0	0	0.73	0	0	0	0	0	0	0
AC007292.6	0.45	0.41	0	1.11	0	0.19	0.19	0	0.03	0	0
AC007292.7	0	1.08	0	0	0	0	0	0	0	0	0
AC007308.7	0	0	0	0	0	0	0	0	0	0	0
AC007312.3	0	1.25	0	0	0	0	0	0	0	0	0
AC007317.1	0	0	0	0	0	0	0	0	0	0	0
AC007318.5	0	1.03	0	0	0.33	0	0	0	0	0	0
